# Table 8 Colours of selected stars from the BPGS atlas
# SDSS (ugriz), WFCAM (ZYJHK) and 2MASS (J2,H2,K2) colours on the Vega system
# Col 1: u-g
# Col 2: g-r
# Col 3: r-i
# Col 4: i-z
# Col 5: Z-z
# Col 6: Z-Y
# Col 7: Y-J
# Col 8: J-H
# Col 9: H-K
# Col 10: J-J2
# Col 11: H-H2
# Col 12: K-K2
# Col 13: Spectral type ("..." denotes no type available)
# Col 14: Sequential number of star in the BPGS atlas
# Col 15: Star name
#
  0.510   0.919   0.443   0.245   0.008   0.152   0.185   0.341   0.087  -0.011   0.011  -0.000  G8V      53  BD+02D3001    
  0.652   0.900   0.441   0.295  -0.002   0.114   0.274   0.363   0.093  -0.013   0.012   0.000  G8V      54  HD190571      
  0.862   1.024   0.427   0.310   0.010   0.181   0.286   0.415   0.107  -0.013   0.014   0.002  ...      55  HYAD-183      
  0.897   1.013   0.444   0.286   0.004   0.143   0.340   0.431   0.109  -0.021   0.014   0.003  K3V      56  HD190470      
  1.085   1.144   0.508   0.326   0.011   0.142   0.312   0.502   0.121  -0.021   0.017   0.007  K4V      57  HD154712      
  1.132   1.251   0.566   0.381   0.013   0.269   0.222   0.621   0.110  -0.008   0.019  -0.000  ...      58  HYAD-185      
  1.286   1.257   0.543   0.317   0.000   0.180   0.312   0.592   0.115  -0.020   0.019   0.003  K8V      59  BD+38D2457    
  1.455   1.431   0.616   0.431   0.017   0.251   0.330   0.660   0.146  -0.016   0.022  -0.008  ...      60  HYAD-173      
  1.468   1.541   0.713   0.455   0.022   0.282   0.344   0.636   0.188  -0.020   0.024  -0.011  M0V      61  GL40          
  1.570   1.562   0.724   0.469   0.017   0.315   0.419   0.628   0.206  -0.027   0.024  -0.013  ...      62  HYAD-189      
  1.529   1.590   0.753   0.465   0.013   0.256   0.546   0.629   0.222  -0.041   0.025  -0.014  K7V      63  HD151288      
  1.561   1.577   0.773   0.500   0.003   0.206   0.487   0.625   0.215  -0.032   0.025  -0.013  K7V      64  HD157881      
  1.566   1.616   0.811   0.459   0.014   0.242   0.465   0.624   0.219  -0.034   0.025  -0.014  M0V      65  HD132683      
  1.569   1.796   1.096   0.666   0.020   0.379   0.297   0.556   0.293  -0.023   0.028  -0.020  M0V      66  GL15A         
  1.554   1.727   1.125   0.676   0.027   0.388   0.403   0.552   0.308  -0.032   0.029  -0.022  M2V      67  GL49          
  1.637   1.754   1.384   0.827   0.028   0.459   0.364   0.512   0.348  -0.027   0.031  -0.031  M4V      68  GL109         
  1.917   1.935   1.626   0.952   0.032   0.493   0.322   0.474   0.386  -0.021   0.033  -0.040  M6V      69  GL15B         
  0.008  -0.050  -0.014   0.026  -0.005  -0.080  -0.040   0.010  -0.005   0.000   0.001  -0.001  A3III    78  59-HER        
 -0.131  -0.053  -0.025   0.001  -0.014  -0.071   0.002   0.011  -0.007  -0.003   0.001  -0.002  A0IV     79  HR6642        
 -0.163  -0.022  -0.021   0.018  -0.022  -0.041  -0.041  -0.000  -0.008   0.008   0.002  -0.002  B9IV     80  11-SGE        
  0.088   0.082   0.070   0.040  -0.003  -0.018   0.058   0.034   0.011  -0.006   0.002  -0.002  A3IV     81  60-HER        
  0.094   0.126   0.084   0.083   0.001   0.000   0.074   0.052   0.015  -0.005   0.002  -0.002  A4IV     82  HD192285      
  0.111   0.175   0.092   0.073  -0.004  -0.004   0.090   0.062   0.018  -0.007   0.003  -0.002  A5III    83  ALPHA-OPH     
  0.207   0.248   0.109   0.091  -0.001   0.020   0.148   0.088   0.024  -0.006   0.004  -0.002  A5IV     84  HD165475B     
  0.135   0.306   0.203   0.155  -0.002   0.037  -0.004   0.089   0.027   0.006   0.004  -0.003  A5IV     85  HD165475      
  0.163   0.265   0.173   0.098   0.002   0.005   0.119   0.101   0.026  -0.010   0.004  -0.003  F0IV     86  XI-SER        
  0.074   0.353   0.157   0.102   0.012   0.067   0.122   0.113   0.030  -0.005   0.005  -0.003  F0IV     87  HD5132        
  0.174   0.364   0.174   0.138   0.009   0.085   0.099   0.129   0.033  -0.008   0.005  -0.003  A9IV     88  HD508         
  0.208   0.344   0.181   0.128   0.004   0.055   0.182   0.145   0.035  -0.016   0.005  -0.003  F0IV     89  HD210875      
  0.057   0.396   0.237   0.144   0.004   0.035   0.153   0.152   0.038  -0.011   0.006  -0.003  F2IV     90  RHO-CAP       
  0.054   0.493   0.240   0.148   0.010   0.089   0.179   0.185   0.044  -0.015   0.007  -0.003  F7IV     91  HD7331        
  0.024   0.509   0.239   0.163   0.009   0.081   0.209   0.195   0.046  -0.016   0.007  -0.003  F5IV     92  BD+63D0013    
  0.135   0.673   0.288   0.175   0.003   0.141   0.125   0.217   0.053  -0.006   0.008  -0.004  G2IV     93  HD13391       
  0.380   0.718   0.356   0.223   0.007   0.091   0.206   0.272   0.065  -0.017   0.009  -0.002  G8IV     94  HD154962      
  0.374   0.708   0.357   0.226   0.006   0.095   0.200   0.269   0.065  -0.014   0.009  -0.002  G4IV     95  HD192344      
  0.384   0.720   0.329   0.199  -0.007   0.041   0.277   0.286   0.066  -0.028   0.009  -0.002  G6IV     96  HR6516        
  0.492   0.752   0.328   0.199  -0.002   0.085   0.239   0.276   0.066  -0.019   0.009  -0.002  G6IV     97  HR7670        
  0.530   0.797   0.374   0.219   0.007   0.098   0.251   0.313   0.076  -0.020   0.009  -0.000  G3IV     98  HD128428      
  0.518   0.824   0.369   0.181   0.005   0.000   0.370   0.324   0.077  -0.030   0.009  -0.000  G8IV     99  31-AQL        
  0.633   0.911   0.419   0.241   0.005   0.136   0.233   0.348   0.087  -0.016   0.011  -0.000  G5IV    100  BD-02D4018    
  0.668   0.911   0.431   0.237   0.002   0.149   0.246   0.357   0.090  -0.018   0.011   0.000  ...     101  M67-F143?     
  0.576   0.986   0.450   0.333   0.010   0.226   0.097   0.359   0.094  -0.002   0.012   0.000  G5IV    102  HD11004       
  0.675   0.881   0.451   0.300   0.004   0.142   0.214   0.361   0.091  -0.016   0.011   0.000  G5IV    103  HD173399A     
  0.703   0.945   0.454   0.322   0.012   0.240   0.150   0.371   0.096  -0.007   0.012   0.000  G7IV    104  HD56176       
  0.827   0.946   0.444   0.310  -0.001   0.141   0.276   0.377   0.098  -0.012   0.012   0.000  G5IV    105  HD227693      
  0.925   0.982   0.458   0.288   0.007   0.169   0.269   0.394   0.101  -0.015   0.013   0.001  K2IV    106  HD199580      
  0.776   0.958   0.442   0.259  -0.000   0.153   0.327   0.395   0.099  -0.023   0.013   0.000  G8III   107  HD152306      
  0.936   0.992   0.416   0.310   0.009   0.169   0.301   0.401   0.103  -0.016   0.013   0.001  ...     108  PRAESEPE-212  
  0.986   0.984   0.447   0.299   0.013   0.265   0.217   0.403   0.104  -0.010   0.014   0.002  G8III   109  THETA1-TAU    
  0.892   0.992   0.480   0.303   0.007   0.140   0.299   0.435   0.108  -0.028   0.014   0.003  G5IV    110  HD170527      
  1.046   1.004   0.427   0.375  -0.000   0.133   0.297   0.446   0.111  -0.024   0.015   0.003  K0III   111  HD136366      
  0.999   1.058   0.482   0.337   0.011   0.184   0.233   0.440   0.112  -0.014   0.015   0.004  G8IV    112  HD191615      
  1.028   1.012   0.467   0.296   0.001   0.181   0.308   0.447   0.112  -0.021   0.015   0.004  K0III   113  HD124679      
  1.062   1.036   0.526   0.334   0.005   0.196   0.210   0.454   0.115  -0.013   0.015   0.005  K0III   114  HD131111      
  1.163   1.053   0.486   0.266  -0.000   0.186   0.295   0.450   0.114  -0.018   0.015   0.004  K0III   115  HD113439      
  0.981   1.127   0.515   0.353   0.010   0.265   0.162   0.476   0.120  -0.005   0.017   0.006  G8IV    116  HD4744        
  1.019   1.123   0.490   0.339   0.011   0.254   0.194   0.472   0.118  -0.011   0.016   0.006  K0IV    117  HD7010        
  1.173   1.093   0.497   0.340   0.004   0.230   0.216   0.473   0.118  -0.012   0.016   0.006  K0III   118  46-LMI        
  1.269   1.104   0.488   0.309   0.009   0.224   0.288   0.489   0.120  -0.017   0.017   0.006  K0III   119  91-AQR        
  1.285   1.098   0.482   0.301   0.005   0.215   0.306   0.489   0.120  -0.020   0.017   0.006  ...     120  M67-F141      
  1.408   1.110   0.433   0.338   0.001   0.213   0.310   0.486   0.120  -0.017   0.017   0.006  K3III   121  HR8924A       
  1.323   1.086   0.508   0.347   0.007   0.155   0.313   0.506   0.121  -0.027   0.017   0.007  K0IV    122  HD140301      
  1.281   1.121   0.513   0.357   0.008   0.242   0.254   0.510   0.124  -0.013   0.018   0.008  K0III   123  HD95272       
  1.412   1.131   0.474   0.353   0.012   0.272   0.279   0.514   0.124  -0.015   0.018   0.008  K2III   124  HD72184       
  1.335   1.119   0.489   0.331   0.002   0.207   0.310   0.513   0.123  -0.023   0.018   0.007  K2III   125  HD119425      
  1.373   1.160   0.520   0.344   0.004   0.234   0.303   0.531   0.124  -0.018   0.019   0.009  K1III   126  HD106760      
  1.426   1.166   0.519   0.361   0.003   0.249   0.270   0.531   0.124  -0.016   0.019   0.009  K1III   127  PSI-UMA       
  1.469   1.143   0.413   0.383  -0.001   0.154   0.423   0.541   0.124  -0.035   0.018   0.008  K1III   128  PHI-SER       
  1.621   1.196   0.459   0.410  -0.001   0.205   0.345   0.548   0.123  -0.023   0.019   0.010  K3III   129  HD136514      
  1.573   1.223   0.502   0.341   0.005   0.233   0.367   0.557   0.123  -0.026   0.019   0.011  K3III   130  MU-AQL        
  1.558   1.233   0.567   0.320   0.001   0.079   0.502   0.580   0.123  -0.038   0.019   0.011  K2IIIP  131  HR5227        
  1.614   1.299   0.530   0.356   0.007   0.268   0.348   0.580   0.122  -0.022   0.020   0.013  K3III   132  HD154759      
  1.926   1.260   0.469   0.408   0.000   0.206   0.465   0.604   0.122  -0.037   0.020   0.014  K3III   133  20-CYG        
  1.560   1.170   0.522   0.359   0.004   0.220   0.332   0.541   0.123  -0.020   0.019   0.010  K2III   134  ALPH-SER      
  1.757   1.268   0.524   0.372   0.000   0.286   0.342   0.578   0.122  -0.018   0.020   0.013  K2III   135  MU-LEO        
  1.398   1.236   0.571   0.357   0.004   0.209   0.355   0.568   0.123  -0.023   0.019   0.012  K0III   136  BD+01D3131    
  1.892   1.353   0.594   0.379   0.007   0.279   0.352   0.610   0.121  -0.019   0.020   0.016  ...     137  M67-F170      
  1.846   1.255   0.564   0.406   0.007   0.232   0.254   0.543   0.123  -0.011   0.019   0.011  K2IIIP  138  18-LIB-A      
  1.872   1.376   0.625   0.387   0.003   0.263   0.377   0.631   0.120  -0.021   0.021   0.017  K1IV    139  BD+28D2165    
  1.783   1.339   0.573   0.453   0.024   0.291   0.342   0.618   0.121  -0.018   0.021   0.016  ...     140  NGC188-1_69   
  1.920   1.396   0.638   0.393   0.005   0.269   0.342   0.630   0.120  -0.020   0.021   0.017  K3III   141  BD+30D2344    
  1.823   1.366   0.616   0.423   0.008   0.307   0.330   0.629   0.120  -0.016   0.021   0.017  K3III   142  HD83618       
  1.764   1.347   0.646   0.451   0.001   0.225   0.378   0.632   0.120  -0.018   0.021   0.018  K3III   143  HD158885      
  2.053   1.431   0.672   0.436   0.002   0.223   0.440   0.623   0.160  -0.020   0.024   0.019  K5III   144  HD166780      
  2.229   1.473   0.567   0.514   0.004   0.256   0.573   0.677   0.167  -0.042   0.025   0.020  K4III   145  HD148513      
  2.142   1.517   0.655   0.456   0.015   0.354   0.443   0.657   0.167  -0.023   0.025   0.020  ...     146  M67-T626      
  2.273   1.533   0.753   0.454   0.004   0.301   0.377   0.655   0.167  -0.018   0.025   0.020  K5III   147  HD127227      
  2.384   1.599   0.781   0.480   0.016   0.381   0.366   0.680   0.173  -0.017   0.025   0.022  ...     148  M67-IV-202    
  2.237   1.504   0.728   0.526   0.031   0.360   0.323   0.650   0.167  -0.015   0.025   0.020  K4III   149  HD50778       
  2.185   1.528   0.750   0.519   0.023   0.366   0.302   0.655   0.168  -0.015   0.025   0.020  K5III   150  HD62721       
  2.247   1.545   0.804   0.548   0.021   0.330   0.295   0.665   0.171  -0.014   0.025   0.021  M0III   151  HD116870      
  2.401   1.611   0.829   0.575   0.024   0.409   0.366   0.715   0.181  -0.018   0.026   0.023  M0III   152  HD60522       
  2.754   1.755   0.841   0.577   0.014   0.352   0.427   0.743   0.185  -0.022   0.026   0.024  K5III   153  BD-01D3113    
  2.343   1.578   0.898   0.564   0.014   0.330   0.276   0.688   0.176  -0.012   0.025   0.022  K5III   154  BD+02D2884    
  2.485   1.706   1.175   0.704   0.018   0.397   0.391   0.709   0.280  -0.018   0.028   0.029  M0III   155  BD-02D3873    
  2.339   1.644   1.186   0.721   0.023   0.397   0.379   0.709   0.277  -0.018   0.028   0.027  M2III   156  HD104216      
  2.746   1.821   1.060   0.870   0.021   0.395   0.291   0.710   0.274  -0.017   0.027   0.025  M1III   157  HD142804      
  2.644   1.845   1.459   0.844   0.036   0.562   0.260   0.726   0.315  -0.000   0.028   0.037  M3III   158  HD30959       
  2.762   1.975   1.450   0.924   0.037   0.484   0.295   0.764   0.313  -0.015   0.028   0.034  M2III   159  HD151658      
  2.418   1.823   1.631   0.939   0.036   0.526   0.281   0.789   0.310  -0.009   0.028   0.030  M2III   160  BD-02D4025    
  2.453   1.804   1.736   1.009   0.039   0.567   0.172   0.802   0.308   0.000   0.028   0.028  M2III   161  BD-01D3097    
  2.236   1.723   1.826   1.039   0.049   0.504   0.240   0.822   0.313  -0.013   0.028   0.025  ...     162  TX-DRA        
  2.251   1.764   1.855   1.087   0.009   0.496   0.204   0.814   0.338  -0.014   0.029   0.021  M8III   163  Z-CYG         
  2.038   1.773   2.034   1.208   0.051   0.656   0.035   0.772   0.390   0.007   0.031   0.012  M5III   164  BD+01D3133    
  1.931   1.853   2.187   1.254   0.049   0.653   0.014   0.761   0.426   0.006   0.033   0.006  M5III   165  BD-02D3886    
  0.882   1.739   2.799   1.607   0.053   0.622   0.003   0.552   0.536  -0.001   0.047  -0.015  M6III   166  W-HER         
  1.513   2.106   2.499   1.630   0.105   0.938  -0.359   0.749   0.410   0.035   0.038   0.011  M8      167  TY-DRA        
  1.227   2.407   2.808   1.744   0.092   1.011  -0.338   0.725   0.354   0.036   0.031   0.035  M7III   168  SW-VIR        
  4.219   3.568   1.275   0.891  -0.015   0.629   1.796   0.658   0.536  -0.111   0.047  -0.015  N       171  AW-CYG        
  4.576   2.750   1.186   1.022  -0.020   0.899   1.680   0.633   0.536  -0.093   0.047  -0.015  N       172  WZ-CAS        
 -0.780   0.094   0.030   0.054  -0.009  -0.082   0.056   0.018   0.007  -0.002   0.001  -0.002  B8IA    175  HR8020        
 
